journal,issn,doi,url
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edu012,https://doi.org/10.1093/ijpor/edu012
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muv031,https://doi.org/10.1093/jopart/muv031
International Political Sociology,1749-5679,10.1111/ips.2011.5.issue-4,https://doi.org/10.1111/ips.2011.5.issue-4
African Affairs,0001-9909,10.1093/afraf/adv060,https://doi.org/10.1093/afraf/adv060
European Journal of International Law,0938-5428,10.1093/ejil/chv029,https://doi.org/10.1093/ejil/chv029
International Affairs,0020-5850,10.1111/1468-2346.12601,https://doi.org/10.1111/1468-2346.12601
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjs054,https://doi.org/10.1093/publius/pjs054
International Studies Review,1521-9488,10.1093/isr/viad033,https://doi.org/10.1093/isr/viad033
International Affairs,0020-5850,10.1093/ia/iiad212,https://doi.org/10.1093/ia/iiad212
International Studies Perspectives,1528-3577,10.1093/isp/eky012,https://doi.org/10.1093/isp/eky012
International Studies Quarterly,0020-8833,10.1093/isq/sqac053,https://doi.org/10.1093/isq/sqac053
Science and Public Policy,0302-3427,10.1093/scipol/scw077,https://doi.org/10.1093/scipol/scw077
European Journal of International Law,0938-5428,10.1093/ejil/chw072,https://doi.org/10.1093/ejil/chw072
Public Opinion Quarterly,0033-362X,10.1093/poq/nfw092,https://doi.org/10.1093/poq/nfw092
Public Opinion Quarterly,0033-362X,10.1093/poq/nfw047,https://doi.org/10.1093/poq/nfw047
Socio-Economic Review,1475-1461,10.1093/ser/mwac039,https://doi.org/10.1093/ser/mwac039
International Affairs,0020-5850,10.1093/ia/iiac019,https://doi.org/10.1093/ia/iiac019
Political Science Quarterly,0032-3195,10.1002/polq.12699,https://doi.org/10.1002/polq.12699
Political Science Quarterly,0032-3195,10.1093/psquar/qqae074,https://doi.org/10.1093/psquar/qqae074
Parliamentary Affairs,0031-2290,10.1093/pa/gsw021,https://doi.org/10.1093/pa/gsw021
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvac006,https://doi.org/10.1093/ppmgov/gvac006
European Journal of International Law,0938-5428,10.1093/ejil/chq043,https://doi.org/10.1093/ejil/chq043
Parliamentary Affairs,0031-2290,10.1093/pa/gsab061,https://doi.org/10.1093/pa/gsab061
Political Science Quarterly,0032-3195,10.1093/psquar/qqad087,https://doi.org/10.1093/psquar/qqad087
International Studies Review,1521-9488,10.1093/isr/viz028,https://doi.org/10.1093/isr/viz028
Public Opinion Quarterly,0033-362X,10.1093/poq/nfaa041,https://doi.org/10.1093/poq/nfaa041
International Affairs,0020-5850,10.1093/ia/iiz082,https://doi.org/10.1093/ia/iiz082
Human Rights Law Review,1461-7781,10.1093/hrlr/ngq035,https://doi.org/10.1093/hrlr/ngq035
International Affairs,0020-5850,10.1093/ia/iiy265,https://doi.org/10.1093/ia/iiy265
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edr044,https://doi.org/10.1093/ijpor/edr044
Science and Public Policy,0302-3427,10.1093/scipol/scw064,https://doi.org/10.1093/scipol/scw064
Political Science Quarterly,0032-3195,10.1002/polq.12195,https://doi.org/10.1002/polq.12195
Socio-Economic Review,1475-1461,10.1093/ser/mwad035,https://doi.org/10.1093/ser/mwad035
Policy and Society,1449-4035,10.1093/polsoc/puac030,https://doi.org/10.1093/polsoc/puac030
International Affairs,0020-5850,10.1093/ia/iiac069,https://doi.org/10.1093/ia/iiac069
International Studies Perspectives,1528-3577,10.1093/isp/ekab007,https://doi.org/10.1093/isp/ekab007
International Affairs,0020-5850,10.1111/j.1468-2346.2012.01085.x,https://doi.org/10.1111/j.1468-2346.2012.01085.x
Foreign Policy Analysis,1743-8586,10.1093/fpa/oraa028,https://doi.org/10.1093/fpa/oraa028
Foreign Policy Analysis,1743-8586,10.1093/fpa/orab008,https://doi.org/10.1093/fpa/orab008
Public Opinion Quarterly,0033-362X,10.1093/poq/nfv060,https://doi.org/10.1093/poq/nfv060
African Affairs,0001-9909,10.1093/afraf/adac005,https://doi.org/10.1093/afraf/adac005
Public Opinion Quarterly,0033-362X,10.1093/poq/nfad053,https://doi.org/10.1093/poq/nfad053
International Affairs,0020-5850,10.1093/ia/iiy143,https://doi.org/10.1093/ia/iiy143
International Affairs,0020-5850,10.1093/ia/iiac319,https://doi.org/10.1093/ia/iiac319
International Affairs,0020-5850,10.1093/ia/iiab253,https://doi.org/10.1093/ia/iiab253
International Affairs,0020-5850,10.1111/j.1468-2346.2010.00865.x,https://doi.org/10.1111/j.1468-2346.2010.00865.x
International Studies Review,1521-9488,10.1093/isr/vix042,https://doi.org/10.1093/isr/vix042
Public Opinion Quarterly,0033-362X,10.1093/poq/nfq023,https://doi.org/10.1093/poq/nfq023
International Studies Review,1521-9488,10.1111/j.1468-2486.2011.01070.x,https://doi.org/10.1111/j.1468-2486.2011.01070.x
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjv064,https://doi.org/10.1093/publius/pjv064
International Studies Quarterly,0020-8833,10.1111/isqu.12062,https://doi.org/10.1111/isqu.12062
International Studies Review,1521-9488,10.1111/misr.12005,https://doi.org/10.1111/misr.12005
International Affairs,0020-5850,10.1093/ia/iiab116,https://doi.org/10.1093/ia/iiab116
Political Science Quarterly,0032-3195,10.1002/polq.13154,https://doi.org/10.1002/polq.13154
International Studies Quarterly,0020-8833,10.1093/isq/sqaa035,https://doi.org/10.1093/isq/sqaa035
Policy and Society,1449-4035,10.1093/polsoc/puab011,https://doi.org/10.1093/polsoc/puab011
International Studies Quarterly,0020-8833,10.1093/isq/sqaa053,https://doi.org/10.1093/isq/sqaa053
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mux041,https://doi.org/10.1093/jopart/mux041
Science and Public Policy,0302-3427,10.3152/030234211x12960315267651,https://doi.org/10.3152/030234211x12960315267651
Political Science Quarterly,0032-3195,10.1002/polq.13337,https://doi.org/10.1002/polq.13337
Parliamentary Affairs,0031-2290,10.1093/pa/gst023,https://doi.org/10.1093/pa/gst023
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2012.00742.x,https://doi.org/10.1111/j.1468-2478.2012.00742.x
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edr010,https://doi.org/10.1093/ijpor/edr010
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2011.00712.x,https://doi.org/10.1111/j.1468-2478.2011.00712.x
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/eds033,https://doi.org/10.1093/ijpor/eds033
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijv013,https://doi.org/10.1093/ijtj/ijv013
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijz003,https://doi.org/10.1093/ijtj/ijz003
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjs025,https://doi.org/10.1093/publius/pjs025
International Affairs,0020-5850,10.1093/ia/iiad278,https://doi.org/10.1093/ia/iiad278
Socio-Economic Review,1475-1461,10.1093/ser/mwab013,https://doi.org/10.1093/ser/mwab013
Public Opinion Quarterly,0033-362X,10.1093/poq/nfu026,https://doi.org/10.1093/poq/nfu026
European Journal of International Law,0938-5428,10.1093/ejil/chz057,https://doi.org/10.1093/ejil/chz057
International Affairs,0020-5850,10.1093/ia/iiy009,https://doi.org/10.1093/ia/iiy009
International Affairs,0020-5850,10.1093/ia/iiae264,https://doi.org/10.1093/ia/iiae264
International Affairs,0020-5850,10.1111/1468-2346.12454,https://doi.org/10.1111/1468-2346.12454
Science and Public Policy,0302-3427,10.1093/scipol/scw088,https://doi.org/10.1093/scipol/scw088
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjac038,https://doi.org/10.1093/publius/pjac038
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut018,https://doi.org/10.1093/jopart/mut018
Policy and Society,1449-4035,10.1016/j.polsoc.2009.11.006,https://doi.org/10.1016/j.polsoc.2009.11.006
Political Science Quarterly,0032-3195,10.1002/polq.12746,https://doi.org/10.1002/polq.12746
Parliamentary Affairs,0031-2290,10.1093/pa/gsad003,https://doi.org/10.1093/pa/gsad003
International Affairs,0020-5850,10.1093/ia/iiad271,https://doi.org/10.1093/ia/iiad271
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edw018,https://doi.org/10.1093/ijpor/edw018
International Political Sociology,1749-5679,10.1093/ips/olz006,https://doi.org/10.1093/ips/olz006
European Journal of International Law,0938-5428,10.1093/ejil/chx018,https://doi.org/10.1093/ejil/chx018
Public Opinion Quarterly,0033-362X,10.1093/poq/nfac020,https://doi.org/10.1093/poq/nfac020
Political Science Quarterly,0032-3195,10.1002/polq.12046,https://doi.org/10.1002/polq.12046
Political Science Quarterly,0032-3195,10.1002/polq.13063,https://doi.org/10.1002/polq.13063
Foreign Policy Analysis,1743-8586,10.1093/fpa/orz024,https://doi.org/10.1093/fpa/orz024
European Journal of International Law,0938-5428,10.1093/ejil/chac039,https://doi.org/10.1093/ejil/chac039
Socio-Economic Review,1475-1461,10.1093/ser/mwac037,https://doi.org/10.1093/ser/mwac037
International Studies Quarterly,0020-8833,10.1111/isqu.12105,https://doi.org/10.1111/isqu.12105
European Journal of International Law,0938-5428,10.1093/ejil/chu046,https://doi.org/10.1093/ejil/chu046
Socio-Economic Review,1475-1461,10.1093/ser/mwy049,https://doi.org/10.1093/ser/mwy049
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy055,https://doi.org/10.1093/jopart/muy055
Parliamentary Affairs,0031-2290,10.1093/pa/gsx010,https://doi.org/10.1093/pa/gsx010
Political Science Quarterly,0032-3195,10.1002/polq.12939,https://doi.org/10.1002/polq.12939
International Studies Quarterly,0020-8833,10.1093/isq/sqx038,https://doi.org/10.1093/isq/sqx038
Parliamentary Affairs,0031-2290,10.1093/pa/gsv036,https://doi.org/10.1093/pa/gsv036
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvx014,https://doi.org/10.1093/ppmgov/gvx014
Policy and Society,1449-4035,10.1016/j.polsoc.2015.04.002,https://doi.org/10.1016/j.polsoc.2015.04.002
European Journal of International Law,0938-5428,10.1093/ejil/chr042,https://doi.org/10.1093/ejil/chr042
Parliamentary Affairs,0031-2290,10.1093/pa/gsx032,https://doi.org/10.1093/pa/gsx032
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muz027,https://doi.org/10.1093/jopart/muz027
International Studies Review,1521-9488,10.1093/isr/viae032,https://doi.org/10.1093/isr/viae032
Public Opinion Quarterly,0033-362X,10.1093/poq/nfad024,https://doi.org/10.1093/poq/nfad024
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poad010,https://doi.org/10.1093/cjip/poad010
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjs064,https://doi.org/10.1093/publius/pjs064
Science and Public Policy,0302-3427,10.1093/scipol/scw017,https://doi.org/10.1093/scipol/scw017
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/eds012,https://doi.org/10.1093/ijpor/eds012
International Affairs,0020-5850,10.1093/ia/iiad060,https://doi.org/10.1093/ia/iiad060
African Affairs,0001-9909,10.1093/afraf/adab006,https://doi.org/10.1093/afraf/adab006
Public Opinion Quarterly,0033-362X,10.1093/poq/nft080,https://doi.org/10.1093/poq/nft080
Parliamentary Affairs,0031-2290,10.1093/pa/gsx077,https://doi.org/10.1093/pa/gsx077
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjr031,https://doi.org/10.1093/publius/pjr031
Parliamentary Affairs,0031-2290,10.1093/pa/gsaa023,https://doi.org/10.1093/pa/gsaa023
International Studies Review,1521-9488,10.1093/isr/vix064,https://doi.org/10.1093/isr/vix064
Policy and Society,1449-4035,10.1016/j.polsoc.2013.05.006,https://doi.org/10.1016/j.polsoc.2013.05.006
European Journal of International Law,0938-5428,10.1093/ejil/chv067,https://doi.org/10.1093/ejil/chv067
Human Rights Law Review,1461-7781,10.1093/hrlr/ngad036,https://doi.org/10.1093/hrlr/ngad036
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edp058,https://doi.org/10.1093/ijpor/edp058
Science and Public Policy,0302-3427,10.1093/scipol/scs031,https://doi.org/10.1093/scipol/scs031
Political Science Quarterly,0032-3195,10.1002/polq.12552,https://doi.org/10.1002/polq.12552
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy028,https://doi.org/10.1093/jopart/muy028
Parliamentary Affairs,0031-2290,10.1093/pa/gsv003,https://doi.org/10.1093/pa/gsv003
Science and Public Policy,0302-3427,10.1093/scipol/scy044,https://doi.org/10.1093/scipol/scy044
Socio-Economic Review,1475-1461,10.1093/ser/mwad049,https://doi.org/10.1093/ser/mwad049
International Studies Quarterly,0020-8833,10.1093/isq/sqad005,https://doi.org/10.1093/isq/sqad005
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy052,https://doi.org/10.1093/jopart/muy052
International Political Sociology,1749-5679,10.1093/ips/olz023,https://doi.org/10.1093/ips/olz023
Political Science Quarterly,0032-3195,10.1093/psquar/qqae101,https://doi.org/10.1093/psquar/qqae101
Science and Public Policy,0302-3427,10.1093/scipol/scz001,https://doi.org/10.1093/scipol/scz001
International Political Sociology,1749-5679,10.1093/ips/olac016,https://doi.org/10.1093/ips/olac016
Socio-Economic Review,1475-1461,10.1093/ser/mwab060,https://doi.org/10.1093/ser/mwab060
International Studies Perspectives,1528-3577,10.1093/isp/ekab010,https://doi.org/10.1093/isp/ekab010
Science and Public Policy,0302-3427,10.1093/scipol/scx083,https://doi.org/10.1093/scipol/scx083
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2011.00674.x,https://doi.org/10.1111/j.1468-2478.2011.00674.x
International Studies Review,1521-9488,10.1111/j.1468-2486.2010.00934.x,https://doi.org/10.1111/j.1468-2486.2010.00934.x
International Political Sociology,1749-5679,10.1093/ips/olw031,https://doi.org/10.1093/ips/olw031
International Studies Quarterly,0020-8833,10.1093/isq/sqaa020,https://doi.org/10.1093/isq/sqaa020
International Affairs,0020-5850,10.1093/ia/iiac204,https://doi.org/10.1093/ia/iiac204
European Journal of International Law,0938-5428,10.1093/ejil/chw001,https://doi.org/10.1093/ejil/chw001
Policy and Society,1449-4035,10.1016/j.polsoc.2015.12.003,https://doi.org/10.1016/j.polsoc.2015.12.003
International Studies Quarterly,0020-8833,10.1093/isq/sqy032,https://doi.org/10.1093/isq/sqy032
International Affairs,0020-5850,10.1093/ia/iix278,https://doi.org/10.1093/ia/iix278
International Affairs,0020-5850,10.1093/ia/iiab091,https://doi.org/10.1093/ia/iiab091
Science and Public Policy,0302-3427,10.1093/scipol/scv053,https://doi.org/10.1093/scipol/scv053
International Studies Review,1521-9488,10.1093/isr/viy063,https://doi.org/10.1093/isr/viy063
International Affairs,0020-5850,10.1111/j.1468-2346.2010.00884.x,https://doi.org/10.1111/j.1468-2346.2010.00884.x
International Affairs,0020-5850,10.1093/ia/iiz117,https://doi.org/10.1093/ia/iiz117
Public Opinion Quarterly,0033-362X,10.1093/poq/nfac022,https://doi.org/10.1093/poq/nfac022
International Affairs,0020-5850,10.1093/ia/iiab151,https://doi.org/10.1093/ia/iiab151
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edv029,https://doi.org/10.1093/ijpor/edv029
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijt005,https://doi.org/10.1093/ijtj/ijt005
European Journal of International Law,0938-5428,10.1093/ejil/chu008,https://doi.org/10.1093/ejil/chu008
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muq090,https://doi.org/10.1093/jopart/muq090
International Affairs,0020-5850,10.1093/ia/iix117,https://doi.org/10.1093/ia/iix117
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edab018,https://doi.org/10.1093/ijpor/edab018
International Studies Perspectives,1528-3577,10.1111/j.1528-3585.2010.00414.x,https://doi.org/10.1111/j.1528-3585.2010.00414.x
Foreign Policy Analysis,1743-8586,10.1093/fpa/orac026,https://doi.org/10.1093/fpa/orac026
Political Science Quarterly,0032-3195,10.1002/polq.12217,https://doi.org/10.1002/polq.12217
Human Rights Law Review,1461-7781,10.1093/hrlr/ngr006,https://doi.org/10.1093/hrlr/ngr006
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjs042,https://doi.org/10.1093/publius/pjs042
Human Rights Law Review,1461-7781,10.1093/hrlr/ngz026,https://doi.org/10.1093/hrlr/ngz026
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjw020,https://doi.org/10.1093/publius/pjw020
Public Opinion Quarterly,0033-362X,10.1093/poq/nfv079,https://doi.org/10.1093/poq/nfv079
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poy020,https://doi.org/10.1093/cjip/poy020
International Affairs,0020-5850,10.1111/inta.2013.89.issue-6,https://doi.org/10.1111/inta.2013.89.issue-6
European Journal of International Law,0938-5428,10.1093/ejil/chaa092,https://doi.org/10.1093/ejil/chaa092
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy026,https://doi.org/10.1093/hrlr/ngy026
International Affairs,0020-5850,10.1111/1468-2346.12433,https://doi.org/10.1111/1468-2346.12433
International Affairs,0020-5850,10.1093/ia/iiab173,https://doi.org/10.1093/ia/iiab173
African Affairs,0001-9909,10.1093/afraf/adac004,https://doi.org/10.1093/afraf/adac004
International Studies Perspectives,1528-3577,10.1093/isp/ekv023,https://doi.org/10.1093/isp/ekv023
European Journal of International Law,0938-5428,10.1093/ejil/chy055,https://doi.org/10.1093/ejil/chy055
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjt026,https://doi.org/10.1093/publius/pjt026
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2010.tb02032.x,https://doi.org/10.1002/j.1538-165x.2010.tb02032.x
International Studies Quarterly,0020-8833,10.1093/isq/sqz028,https://doi.org/10.1093/isq/sqz028
International Studies Review,1521-9488,10.1093/isr/viy056,https://doi.org/10.1093/isr/viy056
